GBIF;faunaeur;Catalogue;AlgaeBase;Limnological_Rank;Kingdom;Phylum;Subphylum;Class;Order;Family;Subfamily;Tribe;Genus;Subgenus;Specie;CompleteName;Author;Feeding;Name;Taxon_rank;Raddum_1988;Raddum_1990;NIVA;AWICfam_taxa;AWICfam;AWICsp_taxa;AWICsp;TL;Braukmann;LAMM_Sk;LAMM_Wk
4542006;urn:lsid:faunaeur.org:taxname:174450;eol.org/pages/3195901;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Arrenuridae;Arrenurinae;NA;Arrenurus;(Megaluracarus);conicus;Arrenurus conicus;Piersig 1894;Predatori;A_conicus;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4542000;urn:lsid:faunaeur.org:taxname:174465;eol.org/pages/3195918;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Arrenuridae;Arrenurinae;NA;Arrenurus;(Megaluracarus);membranator;Arrenurus membranator;Thor 1901;Predatori;A_membranator;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2181035;urn:lsid:faunaeur.org:taxname:174060;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Arrenuridae;Arrenurinae;NA;Arrenurus;NA;NA;Arrenurus;NA;Predatori;Arrenurus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4652007;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Arrenuridae;NA;NA;Hydracarina;NA;NA;Hydracarina;NA;NA;Hydracarina;genus;NA;NA;NA;NA;NA;Hydracarina;7;NA;NA;NA;NA
2180513;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Feltriidae;NA;NA;Feltria;NA;minuta;Feltria minuta;Koenike 1892;Predatori;F_minuta;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4541733;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Feltriidae;NA;NA;Feltria;NA;setigera;Feltria setigera;Koenike 1896;Predatori;F_setigera;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540054;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Hydryphantidae;NA;NA;Partunia;NA;steinmanni;Partunia steinmanni;Walter 1906;Predatori;P_steinmanni;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540202;urn:lsid:faunaeur.org:taxname:173344;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Hydryphantidae;Thyadinae;NA;Panisus;NA;michaeli;Panisus michaeli;Koenike 1896;Predatori;P_michaeli;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2180421;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Hygrobatidae;NA;NA;Atractides;NA;NA;Atractides;NA;NA;Atractides;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4541504;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Hygrobatidae;NA;NA;Atractides ;NA;fissus;Atractides fissus;Walter 1927;NA;A_fissus;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4541553;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Hygrobatidae;NA;NA;Atractides ;NA;gibberipalpis;Atractides gibberipalpis;Piersig 1898;NA;A_gibberipalpis;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2180436;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Hygrobatidae;NA;NA;Hygrobates;NA;NA;Hygrobates;NA;NA;Hygrobates;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540463;urn:lsid:faunaeur.org:taxname:173545;eol.org/pages/3197046;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Lebertiidae;Lebertiinae;NA;Lebertia;NA;dubia;Lebertia dubia;Thor 1899;Predatori;L_dubia;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540557;urn:lsid:faunaeur.org:taxname:173592;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Lebertiidae;Lebertiinae;NA;Lebertia;NA;maglioi;Lebertia maglioi;Thor 1907;Predatori;L_maglioi;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
9080199;urn:lsid:faunaeur.org:taxname:173503;eol.org/pages/50226;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Lebertiidae;Lebertiinae;NA;Lebertia;NA;NA;Lebertia;NA;Predatori;Lebertia;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540505;urn:lsid:faunaeur.org:taxname:173622;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Lebertiidae;Lebertiinae;NA;Lebertia;NA;rufipes;Lebertia rufipes;Koenike 1902;Predatori;L_rufipes;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540480;urn:lsid:faunaeur.org:taxname:173636;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Lebertiidae;Lebertiinae;NA;Lebertia;NA;sparsicapillata;Lebertia sparsicapillata;Thor 1905;Predatori;L_sparsicapillata;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540534;urn:lsid:faunaeur.org:taxname:173644;eol.org/pages/3197099;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Lebertiidae;Lebertiinae;NA;Lebertia;NA;tuberosa;Lebertia tuberosa;Thor 1914;Predatori;L_tuberosa;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
372;urn:lsid:faunaeur.org:taxname:15594;urn:lsid:catalogueoflife.org:taxon:3d141970-6ae5-11e5-9d43-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;NA;NA;NA;NA;NA;NA;Trombidiformes;NA;Predatori;Trombidiformes;order;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540392;urn:lsid:faunaeur.org:taxname:173659;eol.org/pages/3197363;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Oxidae;NA;NA;Oxus;NA;longisetus;Oxus longisetus;Berlese 1885;Predatori;O_longisetus;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540388;urn:lsid:faunaeur.org:taxname:173665;eol.org/pages/3197366;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Oxidae;NA;NA;Oxus;NA;setosus;Oxus setosus;Koenike 1898;Predatori;O_setosus;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4540073;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Protziidae;NA;NA;Protzia;NA;distincta;Protzia distincta;Piersig 1896;NA;P_distincta;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2181242;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Sperchontidae;NA;NA;Sperchon;NA;brevirostris;Sperchon brevirostris;Koenike 1895;NA;S_brevirostris;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2181245;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Sperchontidae;NA;NA;Sperchon;NA;glandulosus;Sperchon glandulosus;Koenike 1886;NA;S_glandulosus;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8354214;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Sperchontidae;NA;NA;Sperchon;NA;NA;Sperchon;NA;NA;Sperchon;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4541598;urn:lsid:faunaeur.org:taxname:174151;eol.org/pages/3197520;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Arachnida;Trombidiformes;Wettinidae;NA;NA;Wettina;NA;podagrica;Wettina podagrica;Koch 1837;Predatori;W_podagrica;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10495862;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Sphaeriida;NA;NA;NA;NA;NA;NA;Sphaeriida;NA;NA;Sphaeriida;order;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
3247675;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Sphaeriida;Sphaeriidae;NA;NA;NA;NA;NA;Sphaeriidae;NA;NA;Sphaeriidae;family;0.25;NA;NA;Sphaeriidae;6;NA;NA;NA;NA;NA;NA
2286709;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Sphaeriida;Sphaeriidae;NA;NA;Sphaerium;NA;corneum;Sphaerium corneum;Linnaeus 1758;NA;S_corneum;specie;0.25;0.5;3;Sphaeriidae;6;NA;NA;5.8;1;4.67;0.537
2286706;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Sphaeriida;Sphaeriidae;NA;NA;Sphaerium;NA;NA;Sphaerium;NA;NA;Sphaerium;genus;0.25;0.5;NA;Sphaeriidae;6;NA;NA;NA;NA;NA;NA
7911174;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Unionida;Margaritiferidae;NA;NA;Margaritifera;NA;margaritifera;Margaritifera margaritifera;Linnaeus 1758;NA;M_margaritifera;specie;NA;1;2;NA;NA;NA;NA;NA;NA;NA;NA
2287924;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Unionida;Unionidae;NA;NA;Anodonta;NA;NA;Anodonta;NA;NA;Anodonta;genus;NA;1;NA;NA;NA;NA;NA;NA;NA;7;0.268
2286685;urn:lsid:faunaeur.org:taxname:337923;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Veneroidea;Sphaeriidae;NA;NA;Pisidium;NA;casertanum;Pisidium casertanum;Poli 1791;Filtratori;P_casertanum;specie;NA;0.25;4;NA;NA;Pisidium;7;4.7;NA;5;0.504
4559709;urn:lsid:faunaeur.org:taxname:337943;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Veneroidea;Sphaeriidae;NA;NA;Pisidium;NA;lilljeborgii;Pisidium lilljeborgii;Clessin 1886;Filtratori;P_lilljeborgii;specie;NA;0.25;4;NA;NA;Pisidium;7;4.7;NA;5;0.504
2286678;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Bivalvia;Veneroidea;Sphaeriidae;NA;NA;Pisidium;NA;NA;Pisidium;NA;NA;Pisidium;genus;NA;0.25;4;NA;NA;Pisidium;7;4.7;NA;5;0.504
2235051;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Brachiopoda;Notostraca;Triopsidae;NA;NA;Lepidurus;NA;arcticus;Lepidurus arcticus;Pallas 1793;NA;L_arcticus;specie;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA
10869541;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Arhynchobdellida;Erpobdellidae;NA;NA;Erpobdella;NA;NA;Erpobdella;NA;NA;Erpobdella;genus;NA;NA;NA;Erpobdellidae;6;NA;NA;NA;NA;NA;NA
2308846;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Arhynchobdellida;Erpobdellidae;NA;NA;Erpobdella;NA;octoculata;Erpobdella octoculata;Linnaeus 1758;;E_octoculata;specie;NA;NA;3;Erpobdellidae;6;E_octoculata;7;5;NA;6;0.31
4411080;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Arhynchobdellida;Erpobdellidae;NA;NA;Erpobdella;NA;testacea;Erpobdella testacea;Savigny 1822;;E_testacea;specie;NA;NA;2;Erpobdellidae;6;NA;NA;NA;NA;6;0.365
6945;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Arhynchobdellida;Erpobdellidae;NA;NA;NA;NA;NA;Erpobdellidae;NA;NA;Erpobdellidae;family;NA;NA;NA;Erpobdellidae;6;NA;NA;NA;NA;NA;NA
4411067;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Arhynchobdellida;Haemopidae;NA;NA;Haemopis;NA;sanguisuga;Haemopis sanguisuga;Linnaeus 1758;NA;H_sanguisuga;specie;NA;1;3;NA;NA;NA;NA;NA;NA;NA;NA
2307762;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Crassiclitellata;Lumbricidae;NA;NA;Eiseniella;NA;tetraedra;Eiseniella tetraedra;Savigny 1826;;E_tetraedra;specie;NA;NA;NA;NA;NA;NA;NA;NA;4;NA;NA
2308708;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Haplotaxida;Haplotaxidae;NA;NA;Haplotaxis;NA;gordioides;Haplotaxis gordioides;Hartmann 1821;NA;H_gordioides;specie;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA
3575;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;NA;Glossiphoniidae;NA;NA;NA;NA;NA;Glossiphoniidae;NA;NA;Glossiphoniidae;family;NA;NA;NA;Glossiphoniidae;6;NA;NA;NA;NA;NA;NA
3576;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;NA;Piscicolidae;NA;NA;NA;NA;NA;Piscicolidae;NA;NA;Piscicolidae;family;NA;NA;NA;Piscicolidae;6;NA;NA;NA;NA;NA;NA
2307956;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Rhynchobdellida;Glossiphoniidae;NA;NA;Glossiphonia;NA;complanata;Glossiphonia complanata;Linnaeus 1758;NA;G_complanata;specie;NA;1;2;NA;NA;G_complanata;9;5.1;NA;7;0.304
2307936;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Rhynchobdellida;Glossiphoniidae;NA;NA;Helobdella;NA;stagnalis;Helobdella stagnalis;Linnaeus 1758;NA;H_stagnalis;specie;NA;0.5;2;NA;NA;H_stagnalis;8;5.1;NA;6.5;0.288
4308093;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Rhynchobdellida;Glossiphoniidae;NA;NA;Hemiclepsis;NA;marginata;Hemiclepsis marginata;O.F.Müller 1774;NA;H_marginata;specie;NA;NA;1;NA;NA;NA;NA;NA;NA;7;0.308
2307911;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Clitellata;Rhynchobdellida;Glossiphoniidae;NA;NA;Theromyzon;NA;tessulatum;Theromyzon tessulatum;O.F.Müller 1774;NA;T_tessulatum;specie;NA;1;NA;NA;NA;NA;NA;NA;NA;7;0.541
2299854;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;Littorinimorpha;Bithyniidae;NA;NA;Bithynia;NA;tentaculata;Bithynia tentaculata;Linnaeus 1758;NA;B_tentaculata;specie;NA;NA;NA;Hydrobiidae;6;NA;NA;NA;1;NA;NA
2678;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;Littorinimorpha;Bithyniidae;NA;NA;NA;NA;NA;Bithyniidae;NA;NA;Bithyniidae;family;NA;NA;NA;Hydrobiidae;6;NA;NA;NA;NA;NA;NA
2300258;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;Littorinimorpha;Bythinellidae;NA;NA;Bythinella;NA;NA;Bythinella;NA;NA;Bythinella;genus;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA
2671;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;Littorinimorpha;Hydrobiidae;NA;NA;NA;NA;NA;Hydrobiidae;NA;NA;Hydrobiidae;family;NA;NA;NA;Hydrobiidae;6;NA;NA;NA;NA;NA;NA
5192470;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;Littorinimorpha;Tateidae;NA;NA;Potamopyrgus;NA;antipodarum;Potamopyrgus antipodarum;Gray 1843;NA;P_antipodarum;specie;NA;NA;NA;NA;NA;P_antipodarum;7;NA;NA;7.33;0.34
2854;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Acroloxidae;NA;NA;NA;NA;NA;Acroloxidae;NA;NA;Acroloxidae;family;NA;NA;NA;Ancylidae;6;NA;NA;NA;NA;NA;NA
5189830;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Ancylidae;NA;NA;Ancylus;NA;fluviatilis;Ancylus fluviatilis;Müller 1774;NA;A_fluviatilis;specie;NA;NA;2;Ancylidae;6;A_fluviatilis;8;NA;1;7;0.529
2853;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Ancylidae;NA;NA;NA;NA;NA;Ancylidae;NA;NA;Ancylidae;family;NA;NA;NA;Ancylidae;6;NA;NA;NA;NA;NA;NA
2291336;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Lymnaeidae;NA;NA;Galba;NA;truncatula;Galba truncatula;O.F.Müller 1774;NA;G_truncatula;specie;NA;NA;1;Lymnaeidae;6;NA;NA;NA;NA;7.33;0.386
2291251;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Lymnaeidae;NA;NA;Lymnaea;NA;NA;Lymnaea;NA;NA;Lymnaea;genus;NA;NA;NA;Lymnaeidae;6;NA;NA;5.1;NA;NA;NA
8711937;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Lymnaeidae;NA;NA;Lymnaea;NA;peregra;Lymnaea peregra;O.F.Müller 1774;NA;L_peregra;specie;NA;1;2;Lymnaeidae;6;L_peregra;9;5.1;NA;7;0.627
2852;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Lymnaeidae;NA;NA;NA;NA;NA;Lymnaeidae;NA;NA;Lymnaeidae;family;NA;NA;NA;Lymnaeidae;6;NA;NA;NA;NA;NA;NA
9842003;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Lymnaeidae;NA;NA;Peregriana;NA;peregra;Peregriana peregra;O.F.Müller 1774;NA;P_peregra;specie;NA;NA;NA;Lymnaeidae;6;NA;NA;NA;2;NA;NA
6798;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Physidae;NA;NA;NA;NA;NA;Physidae;NA;NA;Physidae;family;NA;NA;NA;Physidae;6;NA;NA;NA;NA;NA;NA
7568032;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Physidae;NA;NA;Physa;NA;fontinalis;Physa fontinalis;Linnaeus 1758;NA;P_fontinalis;specie;NA;NA;2;Physidae;6;NA;NA;NA;1;6;0.396
8028368;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Planorbidae;NA;NA;Bathyomphalus;NA;contortus;Bathyomphalus contortus;Linnaeus 1758;NA;B_contortus;specie;NA;NA;1;Planorbidae;6;NA;NA;5.3;NA;7.33;0.67
4562199;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Planorbidae;NA;NA;Gyraulus;NA;acronicus;Gyraulus acronicus;Férussac 1807;NA;G_acronicus;specie;NA;NA;2;Planorbidae;6;NA;NA;5.3;NA;NA;NA
4562206;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Planorbidae;NA;NA;Gyraulus;NA;albus;Gyraulus albus;O.F.Müller 1774;NA;G_albus;specie;NA;NA;2;Planorbidae;6;NA;NA;5.3;NA;6.67;0.637
2290991;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Planorbidae;NA;NA;Gyraulus;NA;NA;Gyraulus;NA;NA;Gyraulus;genus;NA;NA;NA;Planorbidae;6;NA;NA;5.3;NA;NA;NA
2851;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Planorbidae;NA;NA;NA;NA;NA;Planorbidae;NA;NA;Planorbidae;family;NA;NA;NA;Planorbidae;6;NA;NA;NA;NA;NA;NA
5778419;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Planorbidae;NA;NA;Planorbis;NA;carinatus;Planorbis carinatus;O.F.Müller 1774;NA;P_carinatus;specie;NA;1;NA;Planorbidae;6;NA;NA;NA;NA;8;0.413
5189719;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Planorbidae;NA;NA;Planorbis;NA;NA;Planorbis;NA;NA;Planorbis;genus;NA;1;NA;Planorbidae;6;NA;NA;NA;NA;NA;NA
8298325;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Planorbidae;NA;NA;Planorbis;NA;planorbis;Planorbis planorbis;Linnaeus 1758;NA;P_planorbis;specie;NA;1;NA;Planorbidae;6;NA;NA;NA;NA;8;0.413
2699;NA;NA;NA;Macroinvertebrate;Animalia;Mollusca;NA;Gastropoda;NA;Valvatidae;NA;NA;NA;NA;NA;Valvatidae;NA;NA;Valvatidae;family;NA;NA;NA;Valvatidae;6;NA;NA;NA;NA;NA;NA
9660818;NA;NA;NA;Macroinvertebrate;Animalia;Nematomorpha;NA;Gordioida;Gordioidea;Gordiidae;NA;NA;Gordius;NA;NA;Gordius;NA;NA;Gordius;genus;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA
2226998;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Malacostraca;Decapoda;Astacidae;NA;NA;Astacus;NA;astacus;Astacus astacus;Linnaeus 1758;NA;A_astacus;specie;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;NA
2206247;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Malacostraca;Isopoda;Asellidae;NA;NA;Asellus;NA;aquaticus;Asellus aquaticus;Linnaeus 1758;NA;A_aquaticus;specie;NA;0.5;4;Asellidae;6;A_aquaticus;9;4.5;1;4;0.284
2206087;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Malacostraca;Isopoda;Asellidae;NA;NA;Asellus;NA;meridianus;Asellus meridianus;Racovitza 1919;NA;A_meridianus;specie;NA;NA;NA;Asellidae;6;NA;NA;NA;NA;8;0.287
4574;NA;NA;NA;Macroinvertebrate;Animalia;Arthropoda;NA;Malacostraca;Isopoda;Asellidae;NA;NA;NA;NA;NA;Asellidae;NA;NA;Asellidae;family;NA;NA;NA;Asellidae;6;NA;NA;NA;NA;NA;NA
108;NA;NA;NA;Macroinvertebrate;Animalia;Platyhelminthes;NA;NA;NA;NA;NA;NA;NA;NA;NA;Platyhelminthes;NA;NA;Platyhelminthes;phylum;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2502223;NA;NA;NA;Macroinvertebrate;Animalia;Platyhelminthes;NA;NA;Proseriata;Otomesostomatidae;NA;NA;Otomesostoma;NA;auditivum;Otomesostoma auditivum;Du Plessis 1874;NA;O_auditivum;specie;NA;0.5;NA;NA;NA;NA;NA;NA;NA;NA;NA
6103;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Crassiclitellata;Lumbricidae;NA;NA;NA;NA;NA;Lumbricidae;NA;NA;Lumbricidae;family;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2308346;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cernosvitoviella;NA;atrata;Cernosvitoviella atrata;Bretscher 1903;NA;C_atrata;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4409939;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cernosvitoviella;NA;goodhui;Cernosvitoviella goodhui;Healy 1975;NA;C_goodhui;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4307677;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cernosvitoviella;NA;minor;Cernosvitoviella minor;Dózsa-Farkas 1990;NA;C_minor;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2308345;urn:lsid:faunaeur.org:taxname:96181;urn:lsid:catalogueoflife.org:taxon:4d70e267-e478-11e5-86e7-bc764e092680:col20150315;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cernosvitoviella;NA;NA;Cernosvitoviella;NA;Detritivori;Cernosvitoviella;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
4409945;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cernosvitoviella;NA;omodeoi;Cernosvitoviella omodeoi;Rota 1995;NA;C_omodeoi;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8053073;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cognettia;NA;cognettii;Cognettia cognettii;Issel 1905;Detritivori;C_cognettii;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2308301;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cognettia;NA;glandulosa;Cognettia glandulosa;Michaelsen 1888;NA;C_glandulosa;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
8026284;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cognettia;NA;NA;Cognettia;NA;NA;Cognettia;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2308302;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cognettia;NA;sphagnetorum;Cognettia sphagnetorum;Veydovsky 1878;NA;C_sphagnetorum;specie;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
gr_2308302;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Cognettia;NA;sphagnetorum/glandulosa;Cognettia sphagnetorum/glandulosa;NA;Detritivori;C_sphagnetorum_glandulosa;specie_gr;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2308266;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Enchytraeus;NA;NA;Enchytraeus;NA;NA;Enchytraeus;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2308358;NA;NA;NA;Macroinvertebrate;Animalia;Annelida;NA;Oligochaeta;Enchytraeida;Enchytraeidae;NA;NA;Fridericia;NA;NA;Fridericia;NA;NA;Fridericia;genus;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
